title,author,image,download_link,pages,publisher,year,language,file,Price,Used_Price,Condition
Fundamentals of Finite Element Analysis,David V. Hutton,https://covers.zlibcdn2.com/covers100/books/8c/0e/70/8c0e700d3ce3639b9c919edbe56d46e4.jpg,https://1lib.in/dl/445247/707adf,505.0,McGraw-Hill Science/Engineering/Math,2003.0,english,"PDF, 3.84 MB",665.88,412.71,Very Good
An Introduction to Nonlinear Finite Element Analysis,Junuthula Narasimha Reddy,https://covers.zlibcdn2.com/covers100/books/b3/be/b6/b3beb688ceecb5169a90b72f4d88454b.jpg,https://1lib.in/dl/4985261/5af76a,687.0,Oxford University Press,2015.0,english,"PDF, 6.87 MB",732.09,456.02,Very Good
Troubleshooting Finite-Element Modeling with Abaqus: With Application in Structural Engineering Analysis,Raphael Jean Boulbes,https://covers.zlibcdn2.com/covers100/books/94/24/44/94244480fcde6565cc8e4aa0ffcfa602.jpg,https://1lib.in/dl/5399507/d9b308,,Springer International Publishing,2020.0,english,"PDF, 14.08 MB",902.7,716.26,Like New
The Finite Element Method: Linear Static and Dynamic Finite Element Analysis,Thomas J. R. Hughes,https://covers.zlibcdn2.com/covers100/books/6c/cd/73/6ccd7300b50cdf2ec244ba5c248c4bc1.jpg,https://1lib.in/dl/2295920/7660b6,672.0,Dover Publications,2000.0,english,"DJVU, 13.19 MB",807.75,447.71,Good
Concepts and Applications of Finite Element Analysis,Robert D. Cook,https://covers.zlibcdn2.com/covers100/books/76/00/9d/76009dc7fb99b1433f80359a2895e79f.jpg,https://1lib.in/dl/2376578/241357,733.0,,,,"PDF, 24.62 MB",681.95,504.47,Like New
Finite Element Analysis and Design of Metal Structures,Ehab Ellobody,https://covers.zlibcdn2.com/covers100/books/52/be/4d/52be4ddee0de81f98ca4110f0cbae037.jpg,https://1lib.in/dl/2282041/04a15f,218.0,Butterworth-Heinemann,2014.0,english,"PDF, 15.69 MB",951.13,570.92,Very Good
"Five hundred and seven mechanical movements, embracing all those which are most important in dynamics, hydraulics, hydrostatics, pneumatics, steam engines, mill and other gearing, presses, horology, and miscellaneous machinery, and including many movement",Henry T Brown,https://covers.zlibcdn2.com/covers100/books/06/c7/1e/06c71eedc1e93110a1a4dc87f4a20ddc.jpg,https://1lib.in/dl/2058965/b507e9,132.0,Astragal Press ,1995.0,english,"PDF, 17.66 MB",951.83,684.61,Like New
"Hydraulics and Pneumatics, Third Edition: A technician's and engineer's guide",Andrew Parr,https://covers.zlibcdn2.com/covers100/books/49/32/aa/4932aacbaff0efccdf969ab93364de21.jpg,https://1lib.in/dl/2226051/02df82,248.0,Butterworth-Heinemann,2011.0,english,"PDF, 9.46 MB",948.23,593.6,Very Good
"Hydraulics and Pneumatics: A Technician's and Engineer's Guide, Second Edition",Andrew Parr,https://covers.zlibcdn2.com/covers100/books/1d/de/4a/1dde4a11a273edccd7a80160b7c23b56.jpg,https://1lib.in/dl/991317/beacdc,244.0,,1999.0,english,"PDF, 8.92 MB",695.52,468.44,Very Good
Hydraulics and Pneumatics - A Technician’s and Engineer’s Guide,Parr,https://covers.zlibcdn2.com/covers100/books/d5/69/49/d5694989296e2d5948f068d349022506.gif,https://1lib.in/dl/2161101/270a35,254.0,Elsevier,2011.0,english,"PDF, 9.47 MB",780.5,585.21,Like New
Engineering Applications of Pneumatics and Hydraulics,Ian C. Turner (Author),https://covers.zlibcdn2.com/covers100/books/4b/26/92/4b269209a4b38260c6c8792949d05d19.jpg,https://1lib.in/dl/5955013/bcf7a6,,Routledge,2020.0,english,"PDF, 17.21 MB",994.0,736.8,Like New
"Pneumatic and Hydraulic Components and Instruments in Automatic Control. Proceedings of the IFAC Symposium, Warsaw, Poland, 20–23 May 1980",International Federation of Automatic Control,https://covers.zlibcdn2.com/covers100/books/b6/2a/8f/b62a8fd01dbe050e22e51b3349450ed8.gif,https://1lib.in/dl/2367025/d1d81d,280.0,"Elsevier Ltd, Published for the International Federation of Automatic Control by Pergamon",1981.0,english,"PDF, 24.03 MB",908.8,690.62,Like New
Pneumatic and Hydraulic Control Systems. Seminar on Pneumohydraulic Automation (First Session),M. A. Aizerman (Eds.),https://covers.zlibcdn2.com/covers100/books/8a/be/7e/8abe7e8ad565d3b72f527b3ac47f7e38.jpg,https://1lib.in/dl/2275105/c802e9,395.0,Pergamon,1968.0,english,"PDF, 24.31 MB",610.87,316.36,Good
Pneumatic and Hydraulic Control Systems. Seminar on Pneumohydraulic Automation,M. A. Aizerman (Eds.),https://covers.zlibcdn2.com/covers100/books/83/47/0e/83470e68c6962c6e767923a1b86c1646.jpg,https://1lib.in/dl/2275441/7e7047,236.0,Elsevier,1968.0,english,"PDF, 8.48 MB",626.08,443.02,Like New
Advances in Hydraulic and Pneumatic Drives and Control 2020,Michael Moser,https://covers.zlibcdn2.com/covers100/books/85/57/ce/8557ce3f4469c189d38ecebb30ca2678.jpg,https://1lib.in/dl/6064613/33a3e8,466.0,Springer Nature,2020.0,english,"PDF, 78.52 MB",785.57,425.78,Good
Hydraulics and Pneumatics. A technician's and engineer's guide,Andrew Parr (Auth.),https://covers.zlibcdn2.com/covers100/books/67/10/bb/6710bb5080b24e527a6e49937fe28b64.jpg,https://1lib.in/dl/2280090/e94482,225.0,Butterworth-Heinemann Ltd,1991.0,english,"PDF, 2.70 MB",963.69,602.06,Very Good
Hydraulics and Pneumatics,A. Parr,https://covers.zlibcdn2.com/covers100/books/ef/06/89/ef0689d9f23b720db74cb7ebfea67c80.jpg,https://1lib.in/dl/2043438/b6e468,249.0,Elsevier,1999.0,english,"PDF, 9.71 MB",815.48,541.95,Very Good
Hydraulics and Pneumatics - A Technician's and Engineer's Guide,Parr,https://covers.zlibcdn2.com/covers100/books/2f/4e/46/2f4e46fb1ea2b1adc79668eb0a0f243b.gif,https://1lib.in/dl/2161035/acab1d,258.0,Elsevier,1998.0,english,"PDF, 11.54 MB",799.13,496.12,Very Good
Hydraulics and Pneumatics. A Technicians and Engineers Guide,Parr A.,https://covers.zlibcdn2.com/covers100/books/9f/94/93/9f9493cbd8921ca1f1cdaa21eecf740b.jpg,https://1lib.in/dl/2979893/ffaef7,,,,english,"PDF, 10.80 MB",642.19,421.2,Very Good
Hydraulics and pneumatics,Коллектив авторов,https://covers.zlibcdn2.com/covers100/books/02/ed/f4/02edf49a65ff57295ae1d5906edd251d.jpg,https://1lib.in/dl/3602598/bd679c,126.0,Сибирский федеральный университет,,russian,"PDF, 1.44 MB",862.71,689.27,Like New
Thermal Power Plant Control and Instrumentation: The control of boilers and HRSGs,David Lindsley,https://covers.zlibcdn2.com/covers100/books/ef/d2/13/efd2132d07201b16c5ac7666e9f40d82.jpg,https://1lib.in/dl/3607923/2d74bd,,The Institution of Engineering and Technology,2018.0,english,"PDF, 20.99 MB",928.84,502.1,Good
Power Plant Engineering.,Nag,https://covers.zlibcdn2.com/covers100/books/a3/ce/3e/a3ce3eda39e977f7f695772aafdf54e7.jpg,https://1lib.in/dl/5206602/65ac72,990.0,Tata McGraw-Hill,2007.0,english,"PDF, 30.06 MB",752.17,528.5,Like New
Power Plant Engineering,A.K. Raja,https://covers.zlibcdn2.com/covers100/books/68/ca/90/68ca90c9c5211ecabf537fc743b4d225.jpg,https://1lib.in/dl/850690/3553b5,491.0,"New Age International (P) Ltd., Publishers",2006.0,english,"PDF, 3.46 MB",910.24,563.26,Very Good
Power Plant Engineering,Larry Drbal,https://covers.zlibcdn2.com/covers100/books/74/3c/b3/743cb3f7c1e03ee9b37394c42c7c5197.jpg,https://1lib.in/dl/1063895/59b7b4,893.0,Springer,1995.0,english,"PDF, 97.94 MB",985.79,532.23,Good
Handbook for cogeneration and combined cycle power plants,Boyce,https://covers.zlibcdn2.com/covers100/books/22/c0/67/22c067ae18c00aa61f8585852140062b.jpg,https://1lib.in/dl/2946058/8cad0a,759.0,"ASME Press, The American Society of Mechanical Engineers",2010.0,english,"PDF, 20.42 MB",681.51,373.21,Good
Power Plant Control and Instrumentation: the control of boilers and HRSG systems,David Lindsley,https://covers.zlibcdn2.com/covers100/books/a6/dc/b0/a6dcb0b470eead129157f39c626c907a.jpg,https://1lib.in/dl/636456/9ac751,230.0,The Institution of Engineering and Technology,2000.0,english,"PDF, 4.43 MB",809.33,635.15,Like New
Power Plant Engineering,R. K. Hegde,https://covers.zlibcdn2.com/covers100/books/05/e3/8a/05e38a906f4e656327770b5af25594e9.jpg,https://1lib.in/dl/5443389/942742,,Pearson Education,2015.0,english,"PDF, 47.64 MB",714.86,546.07,Like New
Practical power plant engineering : a guide for early career engineers,Bedalov,https://covers.zlibcdn2.com/covers100/books/3e/86/d3/3e86d3df6ba3bf607b363fa61ca6d8e4.jpg,https://1lib.in/dl/5411495/a1fb70,,Wiley,2020.0,english,"PDF, 59.63 MB",917.14,708.14,Like New
Power Plant Engineering,G.R.Nagpal,https://covers.zlibcdn2.com/covers100/books/b1/55/c3/b155c389310ead1bae58c71e8ae2f5fc.jpg,https://1lib.in/dl/3357932/782506,729.0,,,english,"PDF, 223.91 MB",831.04,662.72,Like New
Diesel Engines for ship propulsion and power plants from 0 to 100000 kW,Kuiken K.,https://covers.zlibcdn2.com/covers100/books/4c/4b/39/4c4b3930851149d5170e4dd8d4c2c337.jpg,https://1lib.in/dl/3304545/d3ced0,,,,english,"PDF, 135.22 MB",853.83,480.27,Good
"Analysis of Engineering Cycles. Power, Refrigerating and Gas Liquefaction Plant",R. W. Haywood (Auth.),https://covers.zlibcdn2.com/covers100/books/15/b2/17/15b217f37672c4271b96997840ec5b0e.gif,https://1lib.in/dl/2217107/e5495f,352.0,Pergamon Press,1991.0,english,"PDF, 21.68 MB",919.17,557.6,Very Good
Handbook for Cogeneration and Combined Cycle Power Plants  ,Meherwan P. Boyce,https://covers.zlibcdn2.com/covers100/books/37/5f/84/375f842d082d9738c1c4b531f512da9c.jpg,https://1lib.in/dl/1174488/595866,565.0,American Society of Mechanical Engineers,2001.0,english,"PDF, 45.94 MB",758.39,531.45,Like New
Materials for High Temperature Power Generation and Process Plant Applications,Andrew Strang,https://covers.zlibcdn2.com/covers100/books/cb/99/da/cb99da45f78102ce23b5ac3c8d7d403c.jpg,https://1lib.in/dl/2323073/9ea439,351.0,IOM Communications,2000.0,english,"PDF, 8.59 MB",966.04,623.23,Very Good
Thermal power plant cooling : context and engineering,King,https://covers.zlibcdn2.com/covers100/books/2d/6d/0b/2d6d0b42b5d3ac8f0c61c59da8808209.jpg,https://1lib.in/dl/2923443/b599d5,266.0,ASME Press,2014.0,english,"PDF, 17.57 MB",813.21,508.68,Very Good
Thermal Power Plant Simulation and Control (IEE Power and Energy Series),Damian Flynn,https://covers.zlibcdn2.com/covers100/books/19/f9/b0/19f9b0be1cd410857e9153ccda85553d.jpg,https://1lib.in/dl/1105961/ef2b9e,433.0,The Institution of Engineering and Technology,2003.0,english,"PDF, 7.02 MB",663.18,402.78,Very Good
Power-plant control and instrumentation: the control of boilers and HRSG systems,David Lindsley,https://covers.zlibcdn2.com/covers100/books/16/1f/b1/161fb1888cad191fcc171eb33fa52222.jpg,https://1lib.in/dl/1060307/ad8f45,229.0,The Institution of Engineering and Technology,2000.0,english,"PDF, 3.68 MB",878.36,595.65,Very Good
Power Plant Engineering,S.Suyambazhahan,https://covers.zlibcdn2.com/covers100/books/af/e3/18/afe31891fd748927485bfcd6d40e8be6.jpg,https://1lib.in/dl/5417445/e227db,,Laxmi Publicaitons,2014.0,english,"PDF, 17.38 MB",917.3,617.05,Very Good
Thermal power plant simulation and control,Damian Flynn,https://covers.zlibcdn2.com/covers100/books/3f/61/b9/3f61b986ac04a5afa8ea9d7fb58461fd.jpg,https://1lib.in/dl/2058647/66c0f2,432.0,Institution of Electrical Engineers ,2003.0,english,"PDF, 7.11 MB",726.7,398.55,Good
Power Plant Engineering,P K NAG,https://covers.zlibcdn2.com/covers100/books/6f/96/0b/6f960b86ae95f59d3733bc85b6f695c5.jpg,https://1lib.in/dl/5482778/2b275a,,MC GRAW HILL INDIA,2014.0,english,"PDF, 43.99 MB",942.87,604.87,Very Good
A TEXTBOOK OF POWER PLANT ENGINEERING,R. K. Rajput,https://covers.zlibcdn2.com/covers100/books/cb/3a/36/cb3a367add930814a805d82705d753ad.jpg,https://1lib.in/dl/5794626/490ba7,,,,english,"PDF, 32.22 MB",962.46,641.04,Very Good
"Mechatronics: Electronic Control Systems in Mechanical and Electrical Engineering, 6th Edition",William Bolton,https://covers.zlibcdn2.com/covers100/books/00/6f/b5/006fb52325cf1242508846ff0bb3490e.jpg,https://1lib.in/dl/3704488/3a00ee,663.0,Pearson,2015.0,english,"PDF, 34.35 MB",710.76,476.98,Very Good
Control and Mechatronics (The Industrial Electronics Handbook),Bodgan Wilamowski,https://covers.zlibcdn2.com/covers100/books/27/34/48/27344852fbf357a0e2a0def13721d749.jpg,https://1lib.in/dl/1124161/7d3540,683.0,CRC Press,2011.0,english,"PDF, 24.49 MB",993.41,559.32,Good
Mechatronics for the Evil Genius,Newton Braga,https://covers.zlibcdn2.com/covers100/books/5e/24/71/5e2471f8ab6a7b6ac52a012f234da694.jpg,https://1lib.in/dl/550467/aff66b,225.0,McGraw-Hill/TAB Electronics,2006.0,english,"PDF, 16.61 MB",656.28,474.28,Like New
Mechatronics : A Foundation Course,Clarence W. de Silva,https://covers.zlibcdn2.com/covers100/books/b6/8f/7c/b68f7c8a8db2d63762e16af464e10be3.jpg,https://1lib.in/dl/2572488/05e712,899.0,CRC Press,2010.0,english,"PDF, 74.12 MB",680.81,345.55,Good
Mechatronics System Design (2nd Edition)  ,Devdas Shetty,https://covers.zlibcdn2.com/covers100/books/53/db/23/53db23aa32e2cf68e85d9629996875d8.jpg,https://1lib.in/dl/1181569/ae676b,525.0,Cengage Learning,2010.0,english,"PDF, 20.27 MB",673.69,408.56,Very Good
Understanding Electro-Mechanical Engineering: An Introduction to Mechatronics (IEEE Press Understanding Science & Technology Series),Lawrence J. Kamm,https://covers.zlibcdn2.com/covers100/books/76/13/41/761341140a1939593e667526e8b97539.jpg,https://1lib.in/dl/838879/c042e7,404.0,IEEE Press,1996.0,english,"PDF, 5.17 MB",957.6,702.94,Like New
Sensors and Actuators in Mechatronics Design and Applications,Andrzej M. Pawlak,https://covers.zlibcdn2.com/covers100/books/58/ad/89/58ad89188410e1f7d2628b761127585a.jpg,https://1lib.in/dl/603794/ca1357,409.0,CRC Press,2006.0,english,"PDF, 21.76 MB",861.72,576.64,Very Good
"System Dynamics: Modeling, Simulation, and Control of Mechatronic Systems",Dean C. Karnopp,https://covers.zlibcdn2.com/covers100/books/08/50/7d/08507d5e6ec2536120d8eda4f63e0496.jpg,https://1lib.in/dl/2156446/aaac1f,645.0,,2012.0,english,"PDF, 4.87 MB",660.84,382.2,Good
Sensors for Mechatronics,P.P.L. Regtien (Auth.),https://covers.zlibcdn2.com/covers100/books/04/a7/6b/04a76b63c0823006f7190d4b780eee23.gif,https://1lib.in/dl/2204807/9b6677,309.0,Elsevier,2012.0,english,"PDF, 7.94 MB",776.13,549.88,Like New
Fundamentals of Mechatronics,Musa Jouaneh,https://covers.zlibcdn2.com/covers100/books/85/7f/98/857f9870c20eeb2f32b4ded50852ff0f.jpg,https://1lib.in/dl/2722890/a18730,,Cengage Learning,2012.0,english,"PDF, 16.73 MB",846.12,567.08,Very Good
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,https://covers.zlibcdn2.com/covers100/books/5e/9c/85/5e9c85a5bc928de080e0891304357d62.jpg,https://1lib.in/dl/1227013/cdff70,573.0,McGraw-Hill Science/Engineering/Math,2011.0,english,"PDF, 37.20 MB",633.39,467.99,Like New
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,https://covers.zlibcdn2.com/covers100/books/a7/fe/ae/a7feaef7839fb8727488bfc9a7bef6ec.jpg,https://1lib.in/dl/3706448/d92eee,,McGraw-Hill Education,2018.0,english,"PDF, 27.16 MB",952.97,686.62,Like New
Robotics and Mechatronics for Agriculture,Dan Zhang,https://covers.zlibcdn2.com/covers100/books/1a/cb/44/1acb44f6bf5e1dc8731063925a1bafd5.jpg,https://1lib.in/dl/3497874/48cbf1,222.0,CRC Press,2017.0,english,"PDF, 25.36 MB",921.44,629.37,Very Good
"Electric and Hybrid Vehicles: Technologies, Modeling and Control - A Mechatronic Approach",Amir Khajepour,https://covers.zlibcdn2.com/covers100/books/f5/f6/31/f5f631b522446fab72d545dfc36d011e.jpg,https://1lib.in/dl/2564247/3853bd,432.0,Wiley,2014.0,english,"PDF, 7.16 MB",802.08,518.51,Very Good
Mechatronics and Control of Electromechanical Systems,Sergey Edward Lyshevski,https://covers.zlibcdn2.com/covers100/books/bd/64/fa/bd64fa9da5b274e5c5b54532c8961d72.jpg,https://1lib.in/dl/3497901/2df348,488.0,CRC Press,2017.0,english,"PDF, 21.72 MB",986.85,532.85,Good
"Mechatronic Systems: Devices, Design, Control, Operation and Monitoring",Clarence W. de Silva,https://covers.zlibcdn2.com/covers100/books/11/d3/21/11d321ba6f0c57fc063256fce99184d7.jpg,https://1lib.in/dl/705809/36784d,492.0,CRC Press,2007.0,english,"PDF, 18.71 MB",767.1,443.69,Good
Mechatronics with Experiments,Sabri Cetinkunt,https://covers.zlibcdn2.com/covers100/books/c1/39/f0/c139f081c22b19295c1125ad5cc8447a.jpg,https://1lib.in/dl/2468981/a1d93e,904.0,Wiley,2015.0,english,"PDF, 18.15 MB",993.64,621.75,Very Good
"Mechatronic System Control, Logic, and Data Acquisition (The Mechatronics Handbook, Second Edition)  ",Robert H. Bishop,https://covers.zlibcdn2.com/covers100/books/ad/fa/53/adfa5397c6bc1d8a9372301d86cc8338.jpg,https://1lib.in/dl/1203798/622904,755.0,Taylor & Francis,2007.0,english,"PDF, 25.65 MB",867.17,589.49,Very Good
"Sensors for Mechatronics, 2nd Edition",Paul P.L. Regtien,https://covers.zlibcdn2.com/covers100/books/7a/bc/d0/7abcd0541d6ea7bfa5175e51753cb1d4.jpg,https://1lib.in/dl/3630847/97fb20,,,,english,"PDF, 23.08 MB",853.87,558.53,Very Good
Mechatronic Systems and Process Automation: Model-Driven Approach and Practical Design Guidelines,Patrick O.J. Kaltjob,https://covers.zlibcdn2.com/covers100/books/34/37/99/343799fcad763b8a51748ae250eb4d63.jpg,https://1lib.in/dl/3499242/1d4e79,462.0,CRC Press,2018.0,english,"PDF, 56.91 MB",666.38,390.8,Good
"Mechatronics: Electronic Control Systems in Mechanical and Electrical Engineering, 6th Edition",William Bolton,https://covers.zlibcdn2.com/covers100/books/00/6f/b5/006fb52325cf1242508846ff0bb3490e.jpg,https://1lib.in/dl/3704488/3a00ee,663.0,Pearson,2015.0,english,"PDF, 34.35 MB",952.77,478.23,Good
Control and Mechatronics (The Industrial Electronics Handbook),Bodgan Wilamowski,https://covers.zlibcdn2.com/covers100/books/27/34/48/27344852fbf357a0e2a0def13721d749.jpg,https://1lib.in/dl/1124161/7d3540,683.0,CRC Press,2011.0,english,"PDF, 24.49 MB",771.0,500.28,Very Good
Mechatronics for the Evil Genius,Newton Braga,https://covers.zlibcdn2.com/covers100/books/5e/24/71/5e2471f8ab6a7b6ac52a012f234da694.jpg,https://1lib.in/dl/550467/aff66b,225.0,McGraw-Hill/TAB Electronics,2006.0,english,"PDF, 16.61 MB",664.89,389.42,Good
Mechatronics : A Foundation Course,Clarence W. de Silva,https://covers.zlibcdn2.com/covers100/books/b6/8f/7c/b68f7c8a8db2d63762e16af464e10be3.jpg,https://1lib.in/dl/2572488/05e712,899.0,CRC Press,2010.0,english,"PDF, 74.12 MB",605.04,435.86,Like New
Mechatronics System Design (2nd Edition)  ,Devdas Shetty,https://covers.zlibcdn2.com/covers100/books/53/db/23/53db23aa32e2cf68e85d9629996875d8.jpg,https://1lib.in/dl/1181569/ae676b,525.0,Cengage Learning,2010.0,english,"PDF, 20.27 MB",823.9,417.87,Good
Understanding Electro-Mechanical Engineering: An Introduction to Mechatronics (IEEE Press Understanding Science & Technology Series),Lawrence J. Kamm,https://covers.zlibcdn2.com/covers100/books/76/13/41/761341140a1939593e667526e8b97539.jpg,https://1lib.in/dl/838879/c042e7,404.0,IEEE Press,1996.0,english,"PDF, 5.17 MB",810.96,547.76,Very Good
Sensors and Actuators in Mechatronics Design and Applications,Andrzej M. Pawlak,https://covers.zlibcdn2.com/covers100/books/58/ad/89/58ad89188410e1f7d2628b761127585a.jpg,https://1lib.in/dl/603794/ca1357,409.0,CRC Press,2006.0,english,"PDF, 21.76 MB",887.74,694.61,Like New
"System Dynamics: Modeling, Simulation, and Control of Mechatronic Systems",Dean C. Karnopp,https://covers.zlibcdn2.com/covers100/books/08/50/7d/08507d5e6ec2536120d8eda4f63e0496.jpg,https://1lib.in/dl/2156446/aaac1f,645.0,,2012.0,english,"PDF, 4.87 MB",956.1,528.08,Good
Sensors for Mechatronics,P.P.L. Regtien (Auth.),https://covers.zlibcdn2.com/covers100/books/04/a7/6b/04a76b63c0823006f7190d4b780eee23.gif,https://1lib.in/dl/2204807/9b6677,309.0,Elsevier,2012.0,english,"PDF, 7.94 MB",631.76,405.27,Very Good
Fundamentals of Mechatronics,Musa Jouaneh,https://covers.zlibcdn2.com/covers100/books/85/7f/98/857f9870c20eeb2f32b4ded50852ff0f.jpg,https://1lib.in/dl/2722890/a18730,,Cengage Learning,2012.0,english,"PDF, 16.73 MB",892.6,470.78,Good
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,https://covers.zlibcdn2.com/covers100/books/5e/9c/85/5e9c85a5bc928de080e0891304357d62.jpg,https://1lib.in/dl/1227013/cdff70,573.0,McGraw-Hill Science/Engineering/Math,2011.0,english,"PDF, 37.20 MB",674.96,464.17,Very Good
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,https://covers.zlibcdn2.com/covers100/books/a7/fe/ae/a7feaef7839fb8727488bfc9a7bef6ec.jpg,https://1lib.in/dl/3706448/d92eee,,McGraw-Hill Education,2018.0,english,"PDF, 27.16 MB",943.27,627.43,Very Good
