title,author,image,download_link,pages,publisher,year,language,file,Price,Used_Price,Condition
The CRC Handbook of Thermal Engineering (Handbook Series for Mechanical Engineering),Frank Kreith,https://covers.zlibcdn2.com/covers100/books/6a/10/72/6a1072d163cae0e7414c579b2d664cbf.jpg,https://1lib.in/dl/1187085/d5c9a8,1192.0,CRC Press,2000.0,english,"PDF, 70.03 MB",771.86,481.83,Very Good
Thermal power plant cooling : context and engineering,King,https://covers.zlibcdn2.com/covers100/books/2d/6d/0b/2d6d0b42b5d3ac8f0c61c59da8808209.jpg,https://1lib.in/dl/2923443/b599d5,266.0,ASME Press,2014.0,english,"PDF, 17.57 MB",949.09,747.3,Like New
"Applied materials science: applications of engineering materials in structural, electronics, thermal, and other industries",Deborah D. L. Chung,https://covers.zlibcdn2.com/covers100/books/40/73/16/407316dada84b1a787dd217c91e96b63.jpg,https://1lib.in/dl/459775/75ecad,232.0,CRC Press,2001.0,english,"PDF, 1.56 MB",936.77,620.45,Very Good
Thermal Power Plant Simulation and Control (IEE Power and Energy Series),Damian Flynn,https://covers.zlibcdn2.com/covers100/books/19/f9/b0/19f9b0be1cd410857e9153ccda85553d.jpg,https://1lib.in/dl/1105961/ef2b9e,433.0,The Institution of Engineering and Technology,2003.0,english,"PDF, 7.02 MB",674.44,459.65,Very Good
CRC handbook of thermal engineering,Chhabra R.P.   (ed.),https://covers.zlibcdn2.com/covers100/books/78/1f/fb/781ffbcf0f47c98fb791bdda4bfe5a6b.jpg,https://1lib.in/dl/4985523/92c23a,1678.0,"CRC,Taylor & Francis",2018.0,english,"PDF, 21.94 MB",921.06,521.45,Good
The Science and Engineering of Thermal Spray Coatings,Lech Pawlowski,https://covers.zlibcdn2.com/covers100/books/59/59/8c/59598c6341fcec9a8610f6a43a91bb81.jpg,https://1lib.in/dl/568071/c3de40,647.0,Wiley,2008.0,english,"PDF, 10.70 MB",783.27,538.65,Very Good
Design of Machine Elements,Bhandari,https://covers.zlibcdn2.com/covers100/books/72/db/d1/72dbd1ddf429fc6e264d1e5ed12dfaef.jpg,https://1lib.in/dl/3558487/f697d0,934.0,Tata McGraw-Hill,2010.0,english,"PDF, 28.61 MB",793.19,532.61,Very Good
Analysis and Design of Machine Elements,Wei Jiang,https://covers.zlibcdn2.com/covers100/books/92/28/c7/9228c77ca7961ac5706d6c72bee7cca7.jpg,https://1lib.in/dl/4976053/a324f4,,John Wiley & Sons,2019.0,english,"PDF, 17.47 MB",653.39,362.93,Good
Mechanical Design of Machine Elements and Machines: A Failure Prevention Perspective,Jack A. Collins,https://covers.zlibcdn2.com/covers100/books/f0/e2/bd/f0e2bd2860632c6d7f33926df32ec0d2.jpg,https://1lib.in/dl/3429181/0eaa56,912.0,Wiley,2009.0,english,"PDF, 13.91 MB",632.24,327.42,Good
Mechanical Design of Machine Elements and Machines: A Failure Prevention Perspective Solution Manual,Jack A. Collins,https://covers.zlibcdn2.com/covers100/books/ba/3e/d3/ba3ed3bc65e86bd930a57e7ba083adb3.jpg,https://1lib.in/dl/2931618/dad3e4,912.0,Wiley,2009.0,english,"PDF, 5.66 MB",891.18,607.17,Very Good
Problems of the design of machine elements  ,Prof. Huseyin Filiz,https://covers.zlibcdn2.com/covers100/books/ad/ef/ac/adefac3176096b14f336b0149e112cb5.jpg,https://1lib.in/dl/1203784/7206b4,227.0,,,english,"PDF, 17.60 MB",798.58,582.25,Like New
Design of machine elements,M. F. Spotts,https://covers.zlibcdn2.com/covers100/books/76/e2/ad/76e2adc4f665d44d33b126e79ac26bb6.jpg,https://1lib.in/dl/1093919/f346d3,297.0,Prentice Hall,1961.0,english,"PDF, 36.75 MB",774.74,509.02,Very Good
Tribological design of machine elements,D. Dowson,https://covers.zlibcdn2.com/covers100/books/5b/59/c2/5b59c2f95393dcc50aee61802c554d11.jpg,https://1lib.in/dl/594667/6270b0,,"Elsevier for the Institute of Tribology, Leeds University and Institut national des sciences appliqu",1989.0,english,"PDF, 34.87 MB",891.8,506.57,Good
Design of machine elements,V. B. Bhandari,https://covers.zlibcdn2.com/covers100/books/d8/0a/1c/d80a1c901831079838fcfc8f1bbc7408.jpg,https://1lib.in/dl/5472532/085282,,Tata McGraw-Hill,2010.0,english,"PDF, 77.75 MB",906.21,634.31,Very Good
DESIGN OF MACHINE ELEMENTS-II,Jis University,https://covers.zlibcdn2.com/covers100/books/6d/a0/5a/6da05ad21671d2e23731c12fbdb5c60d.jpg,https://1lib.in/dl/5595476/e4e694,,,2019.0,english,"PDF, 4.75 MB",663.56,347.73,Good
"Measurement, Instrumentation, and Sensors Handbook: Electromagnetic, Optical, Radiation, Chemical, and Biomedical Measurement",John G. Webster,https://covers.zlibcdn2.com/covers100/books/f4/51/39/f451398a16c3bc9cfb70732d54c889e8.jpg,https://1lib.in/dl/2375297/49b16f,1881.0,CRC Press,2014.0,english,"PDF, 46.67 MB",844.09,533.93,Very Good
Engineering metrology and measurements,Krishnamurthy,https://covers.zlibcdn2.com/covers100/books/70/62/47/7062475f401fec2ab87bfd7e7adf1186.jpg,https://1lib.in/dl/2714131/7dada7,520.0,Oxford University Press,2013.0,english,"PDF, 9.05 MB",654.14,359.13,Good
Handbook of Measurement in Science and Engineering Volume 1,Myer Kutz,https://covers.zlibcdn2.com/covers100/books/47/f3/b0/47f3b081fc9fb2cfebda00910f4c1e86.jpg,https://1lib.in/dl/5001198/c0a4b8,980.0,Wiley,2013.0,english,"PDF, 98.57 MB",900.55,500.11,Good
Handbook of Measurement in Science and Engineering Volume 2,Myer Kutz,https://covers.zlibcdn2.com/covers100/books/ee/fc/04/eefc0413c32313f27fb67205b31af89d.jpg,https://1lib.in/dl/5002848/689f48,1026.0,"John Wiley & Sons, Inc.",2013.0,english,"PDF, 69.45 MB",862.78,483.75,Good
Measurement and Instrumentation. Theory and Application,Alan S. Morris,https://covers.zlibcdn2.com/covers100/books/47/81/5b/47815b61399754c73762154e13c24b4a.jpg,https://1lib.in/dl/1304384/db7eb5,640.0,ELSEVIER,2012.0,english,"PDF, 16.67 MB",982.65,605.32,Very Good
Theory and Design for Mechanical Measurements,Richard S. Figliola,https://covers.zlibcdn2.com/covers100/books/b7/e5/f8/b7e5f81a1abb14b51f5a530b3145108b.jpg,https://1lib.in/dl/2215662/77dfb6,600.0,John Wiley and Sons,2010.0,english,"PDF, 3.79 MB",627.58,323.42,Good
"Measurement and Instrumentation Principles, Third Edition",Alan S Morris,https://covers.zlibcdn2.com/covers100/books/74/8a/e8/748ae8e4966c5ea907323b913b100703.jpg,https://1lib.in/dl/2292984/0d0faf,512.0,Butterworth-Heinemann,2001.0,english,"PDF, 3.57 MB",622.82,385.74,Very Good
Metrology and Theory of Measurement,Anna G. Chunovkina,https://covers.zlibcdn2.com/covers100/books/aa/a2/18/aaa218025ce05b22d46dd492b0d88c67.jpg,https://1lib.in/dl/2611744/f07230,560.0,de Gruyter,2013.0,english,"PDF, 3.82 MB",712.87,465.87,Very Good
Quantum Metrology: Foundation of Units and Measurements,Ernst O. Goebel,https://covers.zlibcdn2.com/covers100/books/34/9d/e8/349de8004152f4766862fc6df10cd9ab.jpg,https://1lib.in/dl/2717948/6ed7af,232.0,Wiley,2015.0,english,"PDF, 7.85 MB",704.68,454.51,Very Good
Mechanical Measurements and Instrumentation,R. K. Rajput,https://covers.zlibcdn2.com/covers100/books/df/c0/c2/dfc0c2d135d2409359ee7e461d096aba.jpg,https://1lib.in/dl/5322645/50066f,405.0,S. K. Kataria & Sons; Katson Books,2013.0,english,"DJVU, 63.70 MB",698.79,429.64,Very Good
Handbook of measurements : benchmarks for systems accuracy and precision,Badiru,,https://1lib.in/dl/2635274/d1fc94,734.0,CRC Press,2016.0,english,"PDF, 25.55 MB",962.5,723.55,Like New
Advances in Manufacturing II: Volume 5 - Metrology and Measurement Systems,Magdalena Diering,https://covers.zlibcdn2.com/covers100/books/70/cd/e0/70cde07b1d7f637ffb2ba4adbac6bc68.jpg,https://1lib.in/dl/5243955/462597,,Springer International Publishing,2019.0,english,"PDF, 79.30 MB",699.82,380.42,Good
"Encyclopaedia of Historical Metrology, Weights, and Measures: Volume 2",Jan Gyllenbok,https://covers.zlibcdn2.com/covers100/books/dc/33/7c/dc337c3c70266b3410831b291c22e1a4.jpg,https://1lib.in/dl/3573532/e25990,,Springer International Publishing;Birkhäuser,2018.0,english,"PDF, 23.08 MB",708.78,461.92,Very Good
"Encyclopaedia of Historical Metrology, Weights, and Measures: Volume 3",Jan Gyllenbok,https://covers.zlibcdn2.com/covers100/books/28/44/ca/2844ca3256644d2e2521241aa6a3fef1.jpg,https://1lib.in/dl/3660950/6f6991,,Springer International Publishing;Birkhäuser,2018.0,english,"PDF, 14.97 MB",903.76,468.7,Good
Uncertainty of Measurements - Physical and Chemical Metrology - Impact and Analysis,Kimothi,https://covers.zlibcdn2.com/covers100/books/1e/c3/11/1ec3112d8bda4e2abfb572547fdcd846.gif,https://1lib.in/dl/2347661/e6b1f5,415.0,American Society for Quality (ASQ),2002.0,english,"PDF, 18.43 MB",779.9,406.6,Good
Metrology - Calibration and Measurement Processes Guidelines,Castrup H.T. et al.,https://covers.zlibcdn2.com/covers100/books/63/24/bf/6324bfd593e2b8af9daf26de053b7de0.jpg,https://1lib.in/dl/3252402/860677,,,,english,"PDF, 1.84 MB",910.68,612.12,Very Good
"Encyclopaedia of Historical Metrology, Weights, and Measures",Jan Gyllenbok,https://covers.zlibcdn2.com/covers100/books/37/bb/de/37bbde68c2227f978327dde45ddf1805.jpg,https://1lib.in/dl/5404583/e29633,1215.0,"Springer International Publishing, Cham",2018.0,english,"EPUB, 4.12 MB",626.15,419.4,Very Good
Practical Attribute and Variable Measurement Systems Analysis (MSA): A Guide for Conducting Gage R&R Studies and Test Method Validations,Mark Allen Durivage,https://covers.zlibcdn2.com/covers100/books/2e/4f/4c/2e4f4c75ed089b10e17eed7b8bcf9dde.jpg,https://1lib.in/dl/5501089/d09af0,168.0,ASQ Quality Press,2017.0,english,"EPUB, 12.27 MB",795.03,606.93,Like New
Measurements using optic and RF waves,Frédérique de Fornel (editor),https://covers.zlibcdn2.com/covers100/books/1e/13/a1/1e13a15a6117c5790bbe223bfae98f98.jpg,https://1lib.in/dl/2153926/5ba39e,318.0,Wiley-ISTE,2010.0,english,"PDF, 18.67 MB",613.45,409.39,Very Good
Handbook of Measurement in Science and Engineering,Myer Kutz,https://covers.zlibcdn2.com/covers100/books/bc/ad/d1/bcadd1ed4cda7fa00bc9551704d684c0.jpg,https://1lib.in/dl/5001052/cb6fde,980.0,Wiley,2013.0,english,"PDF, 89.09 MB",625.06,492.51,Like New
Theory of Machines: Kinematics and Dynamics,Sadhu Singh,https://covers.zlibcdn2.com/covers100/books/b0/01/44/b00144015c79a2c42b2448da70e5a129.jpg,https://1lib.in/dl/5444512/8fb9ff,,,2011.0,english,"PDF, 33.46 MB",962.57,495.35,Good
Fundamentals of Kinematics and Dynamics of Machines and Mechanisms,Oleg Vinogradov,https://covers.zlibcdn2.com/covers100/books/95/ec/dc/95ecdcd8a7bfc30f0fd66ab3d4fe0c50.jpg,https://1lib.in/dl/499464/42f73b,306.0,CRC Press,2000.0,english,"PDF, 5.26 MB",655.7,347.13,Good
Dynamics of Rotating Machines,Michael I. Friswell,https://covers.zlibcdn2.com/covers100/books/c2/a6/30/c2a630d817ee02f4fe04408b3263cf40.jpg,https://1lib.in/dl/2831250/4e08e9,544.0,Cambridge University Press,2010.0,english,"PDF, 29.83 MB",812.97,417.23,Good
Kinematics and Dynamics of Machines - 2nd Edition,George H Martin,https://covers.zlibcdn2.com/covers100/books/8b/0a/18/8b0a1876d811b7861adf29e41e770cec.jpg,https://1lib.in/dl/5342827/0b66f5,508.0,Overseas Press Private Limited,2008.0,english,"PDF, 172.80 MB",764.44,424.71,Good
Kinematics and Dynamics of Machines,George H. Martin,https://covers.zlibcdn2.com/covers100/books/79/b8/e3/79b8e391780d09bfec7c98deb3017506.jpg,https://1lib.in/dl/3428828/4ce2a0,516.0,McGraw-Hill,1982.0,english,"PDF, 32.76 MB",738.94,489.46,Very Good
Kinematics and Dynamics of Machines Solution Manual,George H.Martin,https://covers.zlibcdn2.com/covers100/books/34/d5/90/34d5909c8d4458f22f6765d07a2d9b1f.jpg,https://1lib.in/dl/5365542/f3571a,143.0,,,english,"PDF, 13.68 MB",959.93,665.88,Very Good
Dynamics On and Of Complex Networks III: Machine Learning and Statistical Physics Approaches,Fakhteh Ghanbarnejad,https://covers.zlibcdn2.com/covers100/books/0b/16/99/0b1699eeba9f41ac19b9577b86e1c99c.jpg,https://1lib.in/dl/5243267/bed0f8,,Springer International Publishing,2019.0,english,"PDF, 9.98 MB",608.73,312.69,Good
Dynamics and Control of Advanced Structures and Machines,Hans Irschik,https://covers.zlibcdn2.com/covers100/books/b8/01/3a/b8013a8c4169ad0096e87a698f4f2a40.jpg,https://1lib.in/dl/2837715/b7c8fb,234.0,Springer International Publishing,2017.0,english,"PDF, 10.32 MB",865.52,678.39,Like New
"Dynamics of machines and mechanisms, industrial research",,https://covers.zlibcdn2.com/covers100/books/ad/00/1a/ad001a9845b5807222a82be049a96833.jpg,https://1lib.in/dl/2463566/2bdeaf,2786.0,Trans Tech,2014.0,english,"PDF, 305.32 MB",985.36,741.63,Like New
Fundamentals of kinematics and dynamics of machines and mechanisms,Oleg Vinogradov,https://covers.zlibcdn2.com/covers100/books/5a/70/80/5a7080b58f06899a283bbaf7899a8c7d.jpg,https://1lib.in/dl/720424/9e0545,306.0,CRC Press,2000.0,english,"PDF, 4.06 MB",824.07,485.36,Good
Dynamics of Saturated Electric Machines,Vlado Ostović (auth.),https://covers.zlibcdn2.com/covers100/books/49/5e/06/495e06b5005622c005fc2e306d251b3d.jpg,https://1lib.in/dl/2111022/57ec33,445.0,Springer-Verlag New York,1989.0,english,"PDF, 32.61 MB",974.73,509.94,Good
"Rotordynamics ’92: Proceedings of the International Conference on Rotating Machine Dynamics Hotel des Bains, Venice, 28–30 April 1992",A. D. Dimarogonas (auth.),https://covers.zlibcdn2.com/covers100/books/77/81/ff/7781ffe0d81bb19f9c8e35cfc801e7b5.jpg,https://1lib.in/dl/2112480/dd9886,421.0,Springer-Verlag London,1992.0,english,"PDF, 34.29 MB",620.9,342.09,Good
Dynamics and Control of Machines,V. K. Astashev,https://covers.zlibcdn2.com/covers100/books/4f/70/ee/4f70ee11570db2ff0166b3ccfbb685d0.jpg,https://1lib.in/dl/2093313/1a2548,235.0,Springer-Verlag Berlin Heidelberg,2000.0,english,"PDF, 6.71 MB",767.52,412.99,Good
Advanced Dynamics and Model-Based Control of Structures and Machines  ,Tadaharu Adachi,https://covers.zlibcdn2.com/covers100/books/d2/c6/1e/d2c61e08fc2fae9bb3e79706af44eccf.jpg,https://1lib.in/dl/1212867/9edb21,241.0,Springer-Verlag Wien,2012.0,english,"PDF, 5.35 MB",704.06,378.07,Good
Dynamic Thermal Analysis of Machines in Running State,Lihui Wang (auth.),https://covers.zlibcdn2.com/covers100/books/6f/34/ed/6f34ed69509629bd7db0495172df447c.jpg,https://1lib.in/dl/2159794/d51398,128.0,Springer-Verlag London,2014.0,english,"PDF, 5.30 MB",892.33,584.98,Very Good
"Dynamics and Control of Advanced Structures and Machines: Contributions from the 3rd International Workshop, Perm, Russia",Valerii P. Matveenko,https://covers.zlibcdn2.com/covers100/books/05/29/eb/0529eb55ca3c490503d56d029dba620b.jpg,https://1lib.in/dl/4980173/7645fd,,Springer International Publishing,2019.0,english,"PDF, 7.21 MB",992.52,569.46,Good
Advanced Dynamics and Control of Structures and Machines,Hans Irschik,https://covers.zlibcdn2.com/covers100/books/6e/f8/0d/6ef80dffca25e0f7bbd5042b14591d9a.jpg,https://1lib.in/dl/2349063/4f0b05,281.0,Springer-Verlag Wien,2004.0,english,"PDF, 28.61 MB",702.61,426.79,Very Good
Fundamentals of Kinematics and Dynamics of Machines and Mechanisms,Oleg Vinogradov,https://covers.zlibcdn2.com/covers100/books/cb/da/d2/cbdad2d423676eb29a8366a356f9537e.jpg,https://1lib.in/dl/5619301/8b9ee2,304.0,CRC Press,2000.0,english,"PDF, 4.37 MB",861.67,686.62,Like New
Improving the dynamics of five-axis machining through optimization of workpiece setup and tool orientations,Pengcheng Hu & Kai Tang,https://covers.zlibcdn2.com/covers100/books/d3/03/fa/d303fad5dda4adf235d581f5e2fd5615.jpg,https://1lib.in/dl/5560860/851ba6,,Elsevier Ltd,2011.0,english,"PDF, 2.70 MB",679.24,479.06,Like New
Dynamics and control of advanced structures and machines,Irschik,https://covers.zlibcdn2.com/covers100/books/13/94/b6/1394b6361f7f79242c03303bccebe9ee.jpg,https://1lib.in/dl/11017984/502338,264.0,Springer,2016.0,english,"PDF, 10.32 MB",826.13,648.26,Like New
"Design, control and application of modular multilevel converters for HVDC transmission systems",Harnefors,https://covers.zlibcdn2.com/covers100/books/b3/f2/de/b3f2dea08599b77fe5806471f00857be.jpg,https://1lib.in/dl/2849952/e9e2cc,406.0,John Wiley & Sons,2016.0,english,"PDF, 11.98 MB",785.57,426.38,Good
Design Of Transmission Systems,E. V. V. Ramanamurthy,https://covers.zlibcdn2.com/covers100/books/a4/63/6b/a4636b025c5ffec9addbb3cee20e8623.jpg,https://1lib.in/dl/2708511/371cde,1038.0,Air Walk Publ.,2015.0,english,"PDF, 32.18 MB",988.8,607.76,Very Good
Heat and mass transfer: fundamentals and applications,Yunus A. Çengel,https://covers.zlibcdn2.com/covers100/books/7a/3b/bc/7a3bbca8cdcabc8678a568241a08dcf6.jpg,https://1lib.in/dl/2485161/4d444f,1208.0,McGraw-Hill Education,2015.0,english,"PDF, 25.51 MB",843.41,562.06,Very Good
Fundamentals of Heat and Mass Transfer,Theodore L. Bergman,https://covers.zlibcdn2.com/covers100/books/eb/e9/85/ebe985ff177850912fb0e80779ba4103.jpg,https://1lib.in/dl/3677018/03f7cf,1046.0,Wiley,2017.0,english,"PDF, 11.60 MB",739.8,386.94,Good
"Heat and Mass Transfer: (SI Units): A Practical Approach, 3rd edition",Yunus A. Cengel,https://covers.zlibcdn2.com/covers100/books/cb/6e/67/cb6e678a39fcfc591dd0c7532910b140.jpg,https://1lib.in/dl/907876/af7883,900.0,,2006.0,english,"PDF, 43.33 MB",645.64,323.63,Good
"Fundamentals of Heat and Mass Transfer, Seventh Edition  ",Theodore L. Bergman,https://covers.zlibcdn2.com/covers100/books/7f/d8/ce/7fd8ce4be077fa093170d07aa55f2e15.jpg,https://1lib.in/dl/1192456/fe5851,1076.0,"John Wiley & Sons, Inc.",2011.0,english,"PDF, 41.04 MB",660.5,463.1,Like New
Heat and Mass Transfer: A Practical Approach 3rd - SOLUTIONS MANUAL,Yunus Cengel,https://covers.zlibcdn2.com/covers100/books/04/ef/05/04ef058db078a17cd13e21819e583a43.jpg,https://1lib.in/dl/1008276/db31f3,928.0,,2006.0,english,"PDF, 13.59 MB",690.13,477.95,Very Good
Fundamentals of Heat and Mass Transfer [Solutions],Theodore L. Bergman,https://covers.zlibcdn2.com/covers100/books/a5/ef/5c/a5ef5c23b6c20673c2174a86e54e64d4.jpg,https://1lib.in/dl/2860633/894acc,1072.0,Wiley,2011.0,english,"PDF, 42.52 MB",700.39,436.51,Very Good
"Fluid Mechanics, Heat Transfer, and Mass Transfer: Chemical Engineering Practice",K. S. Raju,https://covers.zlibcdn2.com/covers100/books/46/9f/a5/469fa5625938f637d233661d7efeab0e.jpg,https://1lib.in/dl/1272938/a35435,768.0,Wiley-AIChE,2011.0,english,"PDF, 85.73 MB",940.25,608.24,Very Good
"Fundamentals of Momentum, Heat and Mass Transfer",James R. Welty,https://covers.zlibcdn2.com/covers100/books/cf/1a/d6/cf1ad6c821e2d0ff51c5bfee74c14ffe.jpg,https://1lib.in/dl/3588660/d1d2e6,758.0,John Wiley & Sons,2014.0,english,"PDF, 16.10 MB",824.49,515.0,Very Good
"Heat and Mass Transfer: A Textbook for the Students Preparing for B.E., B.Tech., B.Sc. Engg, AMIE, UPSC (Engg. Services) and GATE Examinations",Rajput,https://covers.zlibcdn2.com/covers100/books/73/9b/e9/739be941beab8a05e50f8a99f37b1b5f.jpg,https://1lib.in/dl/5206327/628f8a,864.0,S. Chand,2015.0,english,"PDF, 33.56 MB",809.36,410.51,Good
Fundamentals of Heat and Mass Transfer,Frank P. Incropera,https://covers.zlibcdn2.com/covers100/books/32/1f/ae/321faedcc28623122102c01d6385cc14.jpg,https://1lib.in/dl/511826/9651b5,999.0,Wiley,2006.0,english,"PDF, 56.63 MB",645.91,387.94,Very Good
Heat and mass-transfer,Hans Dieter Baehr,https://covers.zlibcdn2.com/covers100/books/96/81/8b/96818b09ccc536750e86fffeb6ef2ce9.jpg,https://1lib.in/dl/486473/d4eff0,705.0,Springer,2006.0,english,"PDF, 11.87 MB",944.06,522.18,Good
"Coulson and Richardson’s chemical engineering, Volume 1B: Heat and mass transfer : fundamentals and applications",Chhabra,https://covers.zlibcdn2.com/covers100/books/10/e3/7f/10e37f643cbd62903bd894ac8afa333b.jpg,https://1lib.in/dl/4983322/13dd53,629.0,Butterworth-Heinemann,2018.0,english,"PDF, 23.74 MB",889.13,470.82,Good
Fundamentals of heat and mass transfer,Kothandaraman C.,https://covers.zlibcdn2.com/covers100/books/a0/5c/98/a05c98bca06674f7da6599a6711a3909.jpg,https://1lib.in/dl/703746/e3c1d6,729.0,New Age International,2010.0,english,"PDF, 9.38 MB",627.07,493.51,Like New
"Fundamentals of Heat and Mass Transfer, 5th Edition - SOLUTION",Frank P. Incropera,https://covers.zlibcdn2.com/covers100/books/79/31/4f/79314f7d79dda6cd05da41e534fc0e26.jpg,https://1lib.in/dl/836508/d4d8ce,2132.0,John Wiley & Sons,,english,"PDF, 65.17 MB",883.13,600.36,Very Good
Fundamentals of the Finite Element Method for Heat and Mass Transfer,Perumal Nithiarasu,https://covers.zlibcdn2.com/covers100/books/a2/a5/a1/a2a5a188c754a29e812d2e012ebae0dc.jpg,https://1lib.in/dl/2717581/d6ecf6,464.0,Wiley,2016.0,english,"PDF, 31.00 MB",817.42,587.4,Like New
"Fundamentals of Momentum, Heat and Mass Transfer - Solution Manual",James Welty,https://covers.zlibcdn2.com/covers100/books/c4/f3/65/c4f3655e981a11ef5c35ac6248ac8413.jpg,https://1lib.in/dl/1293180/c2267b,740.0,Wiley,2007.0,english,"PDF, 26.73 MB",632.69,376.2,Good
Engineering heat and mass transfer,Rathore,https://covers.zlibcdn2.com/covers100/books/6f/a9/d4/6fa9d46f7994d9ea3c667bb5ce262abf.jpg,https://1lib.in/dl/5066790/34d5ab,651.0,University Science Press,2015.0,english,"PDF, 24.66 MB",783.32,484.05,Very Good
"Fluid Flow, Heat and Mass Transfer at Bodies of Different Shapes: Numerical Solutions",Kuppalapalle Vajravelu,https://covers.zlibcdn2.com/covers100/books/50/b1/41/50b141821ea87592ee50cd262ececa4c.jpg,https://1lib.in/dl/2701758/62b306,193.0,Academic Press,2015.0,english,"PDF, 4.67 MB",793.88,453.37,Good
Convective Heat and Mass Transfer,Seyed Mostafa Ghiaasiaan,https://covers.zlibcdn2.com/covers100/books/56/36/35/563635ed8e7143332d62ef2caa729a3b.jpg,https://1lib.in/dl/3580386/b7cb7a,,Taylor & Francis CRC Press,2018.0,english,"PDF, 21.53 MB",666.31,352.54,Good
"Particles, bubbles & drops: their motion, heat and mass transfer",E. E. Michaelides,https://covers.zlibcdn2.com/covers100/books/40/3a/69/403a697eede2aca02c3dc0992cabe784.jpg,https://1lib.in/dl/540331/9b9b85,425.0,World Scientific Publishing Company,2006.0,english,"PDF, 22.09 MB",978.28,541.68,Good
MATLAB Codes for Finite Element Analysis - Solids and Structures,Ferreira,https://covers.zlibcdn2.com/covers100/books/b8/73/ef/b873ef6da5ae35eb526f1f63c83c93ab.jpg,https://1lib.in/dl/652855/8cac85,236.0,Springer,2009.0,english,"PDF, 3.75 MB",939.99,694.89,Like New
Introduction to Finite Element Analysis Using MATLAB® and Abaqus,Amar Khennane,https://covers.zlibcdn2.com/covers100/books/cc/b6/45/ccb64539aa492cb4f18e71a7d8ed8e62.jpg,https://1lib.in/dl/2088944/973d4c,486.0,Boca Raton : Taylor & Francis,2013.0,english,"PDF, 13.73 MB",867.61,610.16,Like New
The finite element method in engineering,Rao,https://covers.zlibcdn2.com/covers100/books/e7/ef/37/e7ef3750d9f7ed6b4cb908c1215ba393.jpg,https://1lib.in/dl/4986863/b182ea,763.0,Elsevier,2018.0,english,"PDF, 11.13 MB",784.92,521.25,Very Good
Finite Element Analysis Method Guide through ANSYS Wb,Stefanos Syllignakis,https://covers.zlibcdn2.com/covers100/books/e3/ac/96/e3ac963445b3d291605942d3e3cfd62f.jpg,https://1lib.in/dl/2817163/ec13b5,100.0,,,,"PDF, 13.42 MB",764.71,491.35,Very Good
ANSYS Mechanical APDL for Finite Element Analysis,Mary Kathryn Thompson,https://covers.zlibcdn2.com/covers100/books/86/a7/cf/86a7cfec496ed74ce1c19ec091f8e0d4.jpg,https://1lib.in/dl/3487568/d0530e,466.0,Butterworth-Heinemann,2017.0,english,"PDF, 10.30 MB",860.39,668.29,Like New
Fundamentals of Finite Element Analysis: Linear Finite Element Analysis,Ioannis Koutromanos,https://covers.zlibcdn2.com/covers100/books/27/ba/e0/27bae0688808f9f0705d08df27463e7d.jpg,https://1lib.in/dl/3520000/91e3e3,712.0,Wiley,2018.0,english,"PDF, 28.50 MB",818.17,426.94,Good
Introduction to finite element analysis for engineers,Fayed,https://covers.zlibcdn2.com/covers100/books/30/3f/49/303f496334543d5dc296546a117ac08d.jpg,https://1lib.in/dl/3516581/625f2f,551.0,CRC Press,2018.0,english,"PDF, 20.53 MB",624.91,365.06,Good
Finite element analysis of composite materials using Abaqus,Barbero,https://covers.zlibcdn2.com/covers100/books/a8/f8/db/a8f8db40a815326e8ecb7a560192909d.jpg,https://1lib.in/dl/2533519/644691,413.0,,2013.0,english,"PDF, 5.35 MB",805.0,487.01,Very Good
Finite Element Analysis with ANSYS Workbench,Pramote Dechaumphai,https://covers.zlibcdn2.com/covers100/books/ca/01/4a/ca014a6f78f2c4fbe71d92da84bfe82a.jpg,https://1lib.in/dl/5412344/72cafa,280.0,Alpha Science,2018.0,english,"PDF, 8.34 MB",922.56,677.83,Like New
Finite element analysis with error estimators: an introduction to the FEM and adaptive error analysis for engineering students,J. E. Akin,https://covers.zlibcdn2.com/covers100/books/6e/e0/b2/6ee0b26e1ec53216f2ab44cb82090147.jpg,https://1lib.in/dl/445225/6224dc,465.0,Elsevier/Butterworth-Heinemann,2005.0,english,"PDF, 3.59 MB",783.7,625.2,Like New
Finite Element Analysis of Composite Materials Using ANSYS®,Barbero,https://covers.zlibcdn2.com/covers100/books/07/bb/d7/07bbd748bb7ec1b0e0597d9d5e24187e.jpg,https://1lib.in/dl/2542926/50d7df,363.0,CRC Press,2013.0,english,"PDF, 2.62 MB",620.78,355.21,Good
Fundamental Finite Element Analysis and Applications: with Mathematica and MATLAB Computations,M. Asghar Bhatti,https://covers.zlibcdn2.com/covers100/books/e9/49/9f/e9499f1fffed76e9e46620a2223ff9b1.jpg,https://1lib.in/dl/882924/bd7768,720.0,,2005.0,english,"PDF, 23.95 MB",914.51,697.12,Like New
Introduction to Finite Element Analysis and Design,Nam H. Kim,https://covers.zlibcdn2.com/covers100/books/0f/07/9f/0f079f0624fe76a1aa0c343dbb601af9.jpg,https://1lib.in/dl/5241034/592df2,552.0,John Wiley & Sons,2018.0,english,"PDF, 96.33 MB",680.55,509.86,Like New
Finite Element Analysis for Design Engineers Second Edition,Paul M. Kurowski,https://covers.zlibcdn2.com/covers100/books/f4/bd/4c/f4bd4c88a728272da626b9bb67ddfe23.jpg,https://1lib.in/dl/4974375/ad5421,284.0,SAE International,2017.0,english,"PDF, 188.67 MB",703.45,399.14,Good
